Iteration,Mean,Stdev,Run-0
0,5.979334140684488,0.0,5.979334140684488
1,4.537897932890846,0.0,4.537897932890846
2,4.17887116696553,0.0,4.17887116696553
3,3.9369866901968633,0.0,3.9369866901968633
4,3.9369866901968633,0.0,3.9369866901968633
5,3.9369866901968633,0.0,3.9369866901968633
6,3.9369866901968633,0.0,3.9369866901968633
7,3.9369866901968633,0.0,3.9369866901968633
8,3.9369866901968633,0.0,3.9369866901968633
9,3.9369866901968633,0.0,3.9369866901968633
10,3.9369866901968633,0.0,3.9369866901968633
11,3.9369866901968633,0.0,3.9369866901968633
12,3.9369866901968633,0.0,3.9369866901968633
13,3.9369866901968633,0.0,3.9369866901968633
14,3.9369866901968633,0.0,3.9369866901968633
15,3.9369866901968633,0.0,3.9369866901968633
16,3.9369866901968633,0.0,3.9369866901968633
17,3.9369866901968633,0.0,3.9369866901968633
18,3.9369866901968633,0.0,3.9369866901968633
19,3.9369866901968633,0.0,3.9369866901968633
20,3.9369866901968633,0.0,3.9369866901968633
21,3.9369866901968633,0.0,3.9369866901968633
22,3.9369866901968633,0.0,3.9369866901968633
23,3.9369866901968633,0.0,3.9369866901968633
24,3.9369866901968633,0.0,3.9369866901968633
25,3.9369866901968633,0.0,3.9369866901968633
26,3.9369866901968633,0.0,3.9369866901968633
27,3.9369866901968633,0.0,3.9369866901968633
28,3.9369866901968633,0.0,3.9369866901968633
29,3.9369866901968633,0.0,3.9369866901968633
30,3.9369866901968633,0.0,3.9369866901968633
31,3.9369866901968633,0.0,3.9369866901968633
32,3.9369866901968633,0.0,3.9369866901968633
33,3.9369866901968633,0.0,3.9369866901968633
34,3.9369866901968633,0.0,3.9369866901968633
35,3.9369866901968633,0.0,3.9369866901968633
36,3.9369866901968633,0.0,3.9369866901968633
37,3.9369866901968633,0.0,3.9369866901968633
38,3.9369866901968633,0.0,3.9369866901968633
39,3.9369866901968633,0.0,3.9369866901968633
